district_clean,state_clean,year,Tier1,Tier2,Tier3,Risk,Risk_norm,Risk_Category
adilabad,telangana,1981,0.309706757,0.381241345,0.0,0.0,0.0,Low Risk
adilabad,telangana,1982,0.28256053,0.381310051,0.0,0.0,0.0,Low Risk
adilabad,telangana,1983,0.324171626,0.380722621,0.0,0.0,0.0,Low Risk
adilabad,telangana,1984,0.296330735,0.379773231,0.0,0.0,0.0,Low Risk
adilabad,telangana,1985,0.313002772,0.378712565,0.0,0.0,0.0,Low Risk
adilabad,telangana,1986,0.285120678,0.377332386,0.0,0.0,0.0,Low Risk
adilabad,telangana,1987,0.289338502,0.375508512,0.0,0.0,0.0,Low Risk
adilabad,telangana,1988,0.3314615,0.373474945,0.0,0.0,0.0,Low Risk
adilabad,telangana,1989,0.312216519,0.371195855,0.0,0.0,0.0,Low Risk
adilabad,telangana,1990,0.334485794,0.3686274,0.0,0.0,0.0,Low Risk
adilabad,telangana,1991,0.289438078,0.365629119,0.0,0.0,0.0,Low Risk
adilabad,telangana,1992,0.285272716,0.360965287,0.0,0.0,0.0,Low Risk
adilabad,telangana,1993,0.309345413,0.35568595,0.0,0.0,0.0,Low Risk
adilabad,telangana,1994,0.319350723,0.349668276,0.0,0.0,0.0,Low Risk
adilabad,telangana,1995,0.312148584,0.341857889,0.0,0.0,0.0,Low Risk
adilabad,telangana,1996,0.290984525,0.331538104,0.0,0.0,0.0,Low Risk
adilabad,telangana,1997,0.288354428,0.322258913,0.0,0.0,0.0,Low Risk
adilabad,telangana,1998,0.316039468,0.31395315,0.0,0.0,0.0,Low Risk
adilabad,telangana,1999,0.312817834,0.311255383,0.0,0.0,0.0,Low Risk
adilabad,telangana,2000,0.30520429,0.307087434,0.0,0.0,0.0,Low Risk
adilabad,telangana,2001,0.320430335,0.301507847,0.0,0.0,0.0,Low Risk
adilabad,telangana,2002,0.286271605,0.301776634,0.0,0.0,0.0,Low Risk
adilabad,telangana,2003,0.304903772,0.302188712,0.0,0.0,0.0,Low Risk
adilabad,telangana,2004,0.288870546,0.303037089,0.0,0.0,0.0,Low Risk
adilabad,telangana,2005,0.32471055,0.303907885,0.0,0.0,0.0,Low Risk
adilabad,telangana,2006,0.323485959,0.304902221,0.0,0.0,0.0,Low Risk
adilabad,telangana,2007,0.312290118,0.306056853,0.0,0.0,0.0,Low Risk
adilabad,telangana,2008,0.292070001,0.308267478,0.0,0.0,0.0,Low Risk
adilabad,telangana,2009,0.28452823,0.309539465,0.0,0.0,0.0,Low Risk
adilabad,telangana,2010,0.347413904,0.31026643,0.0,0.0,0.0,Low Risk
adilabad,telangana,2011,0.304144399,0.311055718,0.0,0.0,0.0,Low Risk
adilabad,telangana,2012,0.315299811,0.30874731,0.0,0.0,0.0,Low Risk
adilabad,telangana,2013,0.332526867,0.307603876,0.0,0.0,0.0,Low Risk
adilabad,telangana,2014,0.295193103,0.308552124,0.0,0.0,0.0,Low Risk
adilabad,telangana,2015,0.303741523,0.308608166,0.0,0.0,0.0,Low Risk
adilabad,telangana,2016,0.337235423,0.305916239,0.0,0.0,0.0,Low Risk
adilabad,telangana,2017,0.315049521,0.299148194,0.355476124,0.316774311,0.748875209,High Risk
adilabad,telangana,2018,0.318716168,0.292268145,0.355476124,0.31548895,0.743677409,High Risk
adilabad,telangana,2019,0.335864875,0.287515708,0.355476124,0.320447458,0.763728849,High Risk
adilabad,telangana,2020,0.324187269,0.286342394,0.355476124,0.31530709,0.742941995,High Risk
adilabad,telangana,2021,0.334195907,0.286321339,0.355476124,0.319302123,0.759097291,High Risk
adilabad,telangana,2022,0.345590822,0.287444758,0.355476124,0.324309456,0.779346175,High Risk
adilabad,telangana,2023,0.310917566,0.288969182,0.355476124,0.311049924,0.725726674,High Risk
adilabad,telangana,2024,0.339442427,0.290707298,0.0,0.0,0.0,Low Risk
adilabad,telangana,2025,0.35667482,0.292434241,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1981,0.286284107,0.396034738,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1982,0.302570834,0.397414491,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1983,0.31275032,0.397852626,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1984,0.278053483,0.397840815,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1985,0.307766865,0.397803939,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1986,0.289694299,0.397561368,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1987,0.27263229,0.397015811,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1988,0.314404424,0.396403819,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1989,0.29233768,0.395716951,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1990,0.31424644,0.394946591,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1991,0.280762991,0.393941763,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1992,0.276033502,0.390685684,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1993,0.316352709,0.386941709,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1994,0.315057534,0.382609507,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1995,0.309593102,0.377138235,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1996,0.33463227,0.370077832,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1997,0.303903702,0.362678826,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1998,0.314094453,0.355162629,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,1999,0.319144838,0.353230029,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2000,0.31203377,0.348963585,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2001,0.310042464,0.341761782,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2002,0.284408492,0.34223723,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2003,0.311746707,0.342786709,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2004,0.297479306,0.343628139,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2005,0.290121937,0.344500083,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2006,0.28821275,0.345511726,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2007,0.305471979,0.346567141,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2008,0.324373939,0.347902962,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2009,0.291197699,0.348509358,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2010,0.328782039,0.348695212,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2011,0.335174781,0.348937256,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2012,0.299983884,0.346624431,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2013,0.332285377,0.345828711,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2014,0.278352563,0.347553666,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2015,0.303945281,0.347252881,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2016,0.304557833,0.341988773,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2017,0.290275147,0.329464146,0.197589656,0.287413648,0.630145226,Medium Risk
agra,uttar pradesh,2018,0.337239057,0.317295253,0.197589656,0.301331655,0.686427495,High Risk
agra,uttar pradesh,2019,0.322419887,0.307868353,0.197589656,0.291633227,0.647208549,Medium Risk
agra,uttar pradesh,2020,0.315586664,0.302459983,0.197589656,0.28673659,0.627407306,Medium Risk
agra,uttar pradesh,2021,0.326502996,0.2985679,0.197589656,0.28954629,0.638769298,Medium Risk
agra,uttar pradesh,2022,0.284100943,0.296014918,0.197589656,0.271564276,0.566052811,Medium Risk
agra,uttar pradesh,2023,0.311357668,0.294781797,0.197589656,0.281973717,0.608146984,Medium Risk
agra,uttar pradesh,2024,0.343705932,0.294406442,0.0,0.0,0.0,Low Risk
agra,uttar pradesh,2025,0.367803245,0.294384863,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1981,0.307864318,0.378619754,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1982,0.306691636,0.377785982,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1983,0.354919614,0.376800057,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1984,0.325038456,0.375698018,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1985,0.319803901,0.374508749,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1986,0.330683386,0.372969393,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1987,0.314728421,0.370919671,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1988,0.313595932,0.368683001,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1989,0.294025968,0.366232576,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1990,0.316613283,0.363536253,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1991,0.33016028,0.360453232,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1992,0.302908962,0.355534858,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1993,0.337960336,0.350033015,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1994,0.312891208,0.343836627,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1995,0.324781314,0.336358324,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1996,0.305536218,0.327692541,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1997,0.330921113,0.320036424,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1998,0.330442279,0.313575918,0.0,0.0,0.0,Low Risk
aizawl,mizoram,1999,0.313382344,0.31631002,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2000,0.333337085,0.318373558,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2001,0.318365338,0.318793051,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2002,0.312716306,0.319023928,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2003,0.297873062,0.319431156,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2004,0.352156315,0.320209421,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2005,0.309289313,0.321017385,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2006,0.288698863,0.321973164,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2007,0.364092026,0.323057533,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2008,0.315644402,0.324983663,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2009,0.309213769,0.32638146,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2010,0.328187003,0.327467389,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2011,0.320373867,0.328575236,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2012,0.32124964,0.322145143,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2013,0.293406023,0.314908342,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2014,0.27965362,0.311282499,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2015,0.308101137,0.307060292,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2016,0.313077607,0.303435065,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2017,0.351628792,0.298042532,0.171751343,0.294218798,0.6576642,Medium Risk
aizawl,mizoram,2018,0.286973191,0.292100442,0.171751343,0.265979722,0.543469737,Medium Risk
aizawl,mizoram,2019,0.296313279,0.287848801,0.171751343,0.2680151,0.551700494,Medium Risk
aizawl,mizoram,2020,0.287429572,0.28629632,0.171751343,0.263840625,0.534819562,Medium Risk
aizawl,mizoram,2021,0.27971398,0.285693052,0.171751343,0.260513081,0.521363488,Medium Risk
aizawl,mizoram,2022,0.298517497,0.286093583,0.171751343,0.2681947,0.552426769,Medium Risk
aizawl,mizoram,2023,0.301940667,0.287209106,0.171751343,0.270010177,0.559768277,Medium Risk
aizawl,mizoram,2024,0.332806217,0.288699109,0.0,0.0,0.0,Low Risk
aizawl,mizoram,2025,0.320302011,0.290160378,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1981,0.283488286,0.376519011,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1982,0.321064148,0.376445286,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1983,0.320128953,0.375752006,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1984,0.277992724,0.374717442,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1985,0.308827062,0.373579325,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1986,0.295168878,0.372148867,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1987,0.26877589,0.370318093,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1988,0.31491131,0.368306722,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1989,0.278401384,0.366088366,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1990,0.309239233,0.36363185,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1991,0.285142994,0.360788751,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1992,0.289167904,0.355972141,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1993,0.299452164,0.350545813,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1994,0.324006035,0.344393107,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1995,0.313067329,0.336808826,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1996,0.325288687,0.327484477,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1997,0.301074601,0.318653155,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1998,0.323027316,0.310173714,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,1999,0.278033092,0.307771653,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2000,0.295979843,0.303212468,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2001,0.320302414,0.295896593,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2002,0.267449739,0.296259921,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2003,0.302318063,0.296684921,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2004,0.297066467,0.297419081,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2005,0.302915155,0.298180517,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2006,0.290858028,0.299073218,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2007,0.302317343,0.300075752,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2008,0.328436622,0.301790417,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2009,0.305011901,0.302644373,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2010,0.330482605,0.303000723,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2011,0.332653582,0.303419812,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2012,0.315186962,0.3016568,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2013,0.335799239,0.301638664,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2014,0.306135688,0.303901119,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2015,0.320728286,0.304228305,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2016,0.330622209,0.301771967,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2017,0.312260191,0.29436961,0.224013237,0.287454568,0.630310697,Medium Risk
ajmer,rajasthan,2018,0.330672402,0.286734831,0.224013237,0.29176554,0.647743605,Medium Risk
ajmer,rajasthan,2019,0.354252904,0.281107295,0.224013237,0.298946727,0.676783215,High Risk
ajmer,rajasthan,2020,0.322855336,0.278936236,0.224013237,0.285519276,0.622484678,Medium Risk
ajmer,rajasthan,2021,0.330205245,0.277944607,0.224013237,0.288062588,0.632769438,Medium Risk
ajmer,rajasthan,2022,0.332923546,0.27806427,0.224013237,0.289197774,0.637359954,Medium Risk
ajmer,rajasthan,2023,0.342190501,0.278980602,0.224013237,0.293271089,0.653831809,Medium Risk
ajmer,rajasthan,2024,0.343416912,0.280356714,0.0,0.0,0.0,Low Risk
ajmer,rajasthan,2025,0.372756941,0.281806063,0.0,0.0,0.0,Low Risk
akola,maharashtra,1981,0.322289637,0.368281144,0.0,0.0,0.0,Low Risk
akola,maharashtra,1982,0.30042316,0.367595156,0.0,0.0,0.0,Low Risk
akola,maharashtra,1983,0.315828157,0.366427058,0.0,0.0,0.0,Low Risk
akola,maharashtra,1984,0.300556072,0.364966339,0.0,0.0,0.0,Low Risk
akola,maharashtra,1985,0.310164028,0.363373106,0.0,0.0,0.0,Low Risk
akola,maharashtra,1986,0.311472235,0.361450376,0.0,0.0,0.0,Low Risk
akola,maharashtra,1987,0.291279574,0.359082715,0.0,0.0,0.0,Low Risk
akola,maharashtra,1988,0.33588906,0.356491517,0.0,0.0,0.0,Low Risk
akola,maharashtra,1989,0.30724034,0.35364433,0.0,0.0,0.0,Low Risk
akola,maharashtra,1990,0.329145143,0.350502454,0.0,0.0,0.0,Low Risk
akola,maharashtra,1991,0.30069271,0.346913186,0.0,0.0,0.0,Low Risk
akola,maharashtra,1992,0.286655869,0.341355149,0.0,0.0,0.0,Low Risk
akola,maharashtra,1993,0.317217297,0.335117918,0.0,0.0,0.0,Low Risk
akola,maharashtra,1994,0.32901625,0.328071852,0.0,0.0,0.0,Low Risk
akola,maharashtra,1995,0.313691954,0.319213769,0.0,0.0,0.0,Low Risk
akola,maharashtra,1996,0.298330127,0.307652131,0.0,0.0,0.0,Low Risk
akola,maharashtra,1997,0.318884803,0.296341347,0.0,0.0,0.0,Low Risk
akola,maharashtra,1998,0.314497869,0.285561995,0.0,0.0,0.0,Low Risk
akola,maharashtra,1999,0.331712346,0.281229365,0.0,0.0,0.0,Low Risk
akola,maharashtra,2000,0.30762322,0.275209399,0.0,0.0,0.0,Low Risk
akola,maharashtra,2001,0.284912852,0.267500079,0.0,0.0,0.0,Low Risk
akola,maharashtra,2002,0.31301077,0.267702349,0.0,0.0,0.0,Low Risk
akola,maharashtra,2003,0.305050718,0.268157088,0.0,0.0,0.0,Low Risk
akola,maharashtra,2004,0.299477304,0.269036585,0.0,0.0,0.0,Low Risk
akola,maharashtra,2005,0.318047989,0.269946921,0.0,0.0,0.0,Low Risk
akola,maharashtra,2006,0.340823253,0.271013606,0.0,0.0,0.0,Low Risk
akola,maharashtra,2007,0.318667601,0.27219859,0.0,0.0,0.0,Low Risk
akola,maharashtra,2008,0.289144874,0.274165069,0.0,0.0,0.0,Low Risk
akola,maharashtra,2009,0.315193524,0.275778466,0.0,0.0,0.0,Low Risk
akola,maharashtra,2010,0.358394221,0.27717862,0.0,0.0,0.0,Low Risk
akola,maharashtra,2011,0.307121639,0.278580962,0.0,0.0,0.0,Low Risk
akola,maharashtra,2012,0.310644605,0.277442752,0.0,0.0,0.0,Low Risk
akola,maharashtra,2013,0.34247829,0.278227585,0.0,0.0,0.0,Low Risk
akola,maharashtra,2014,0.295771201,0.281081219,0.0,0.0,0.0,Low Risk
akola,maharashtra,2015,0.311077642,0.282676402,0.0,0.0,0.0,Low Risk
akola,maharashtra,2016,0.332652384,0.282398096,0.0,0.0,0.0,Low Risk
akola,maharashtra,2017,0.313110991,0.278465138,0.314624934,0.299555438,0.679244749,High Risk
akola,maharashtra,2018,0.326810347,0.273746777,0.314624934,0.303147836,0.693771852,High Risk
akola,maharashtra,2019,0.331880664,0.270776964,0.314624934,0.303988038,0.697169498,High Risk
akola,maharashtra,2020,0.354113219,0.271139108,0.314624934,0.313025917,0.733717285,High Risk
akola,maharashtra,2021,0.339105129,0.272293649,0.314624934,0.307484498,0.711308642,High Risk
akola,maharashtra,2022,0.351914814,0.274257569,0.314624934,0.31339394,0.735205512,High Risk
akola,maharashtra,2023,0.331150516,0.276543321,0.314624934,0.306002521,0.705315756,High Risk
akola,maharashtra,2024,0.340428941,0.278962738,0.0,0.0,0.0,Low Risk
akola,maharashtra,2025,0.345749765,0.281283594,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1981,0.312696964,0.372949212,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1982,0.277479722,0.371545737,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1983,0.277076764,0.369544034,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1984,0.312930239,0.367154699,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1985,0.263227315,0.364554608,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1986,0.277888766,0.361554425,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1987,0.31197363,0.358039958,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1988,0.286898074,0.354197114,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1989,0.28283156,0.349979213,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1990,0.278936788,0.345330881,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1991,0.299229928,0.340041015,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1992,0.306818763,0.33200778,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1993,0.291912203,0.322956874,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1994,0.274662251,0.312686542,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1995,0.303998356,0.300635728,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1996,0.292166622,0.286530006,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1997,0.313403069,0.271294056,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1998,0.342778733,0.255571664,0.0,0.0,0.0,Low Risk
alappuzha,kerala,1999,0.32950753,0.247792745,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2000,0.312728236,0.238078326,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2001,0.345358432,0.226859726,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2002,0.296480563,0.224728091,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2003,0.304424415,0.22278221,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2004,0.32568446,0.221315786,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2005,0.317146948,0.219886728,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2006,0.349139731,0.218596503,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2007,0.363972685,0.217391441,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2008,0.313582547,0.216722865,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2009,0.317964906,0.215157804,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2010,0.359605341,0.213052773,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2011,0.322515561,0.211016826,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2012,0.298097704,0.207570279,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2013,0.298334612,0.206287759,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2014,0.315668591,0.207478092,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2015,0.314399052,0.208174675,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2016,0.265698124,0.206742479,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2017,0.310980836,0.201897281,0.127236657,0.230598578,0.400393858,Medium Risk
alappuzha,kerala,2018,0.36392266,0.196753982,0.127236657,0.249717988,0.477709799,Medium Risk
alappuzha,kerala,2019,0.324991966,0.193827002,0.127236657,0.232974918,0.410003411,Medium Risk
alappuzha,kerala,2020,0.332320767,0.194848874,0.127236657,0.236315188,0.423510944,Medium Risk
alappuzha,kerala,2021,0.362140717,0.196605911,0.127236657,0.248945983,0.474587928,Medium Risk
alappuzha,kerala,2022,0.328382882,0.199132983,0.127236657,0.236453678,0.424070976,Medium Risk
alappuzha,kerala,2023,0.322423355,0.202408061,0.127236657,0.235379898,0.419728776,Medium Risk
alappuzha,kerala,2024,0.331069756,0.206025045,0.0,0.0,0.0,Low Risk
alappuzha,kerala,2025,0.334252605,0.209492734,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1981,0.286581969,0.396446479,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1982,0.292187268,0.397565825,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1983,0.324569658,0.397902293,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1984,0.300267481,0.39786473,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1985,0.320235903,0.397806556,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1986,0.287446367,0.397550679,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1987,0.273488867,0.397003052,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1988,0.312178191,0.396399499,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1989,0.285607739,0.395734238,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1990,0.315321057,0.395001916,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1991,0.285921494,0.394057307,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1992,0.277277481,0.390914255,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1993,0.299900295,0.387323155,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1994,0.311416469,0.383194303,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1995,0.307831026,0.377912516,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1996,0.316613254,0.370894307,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1997,0.304385595,0.363631891,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1998,0.309625143,0.356244473,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,1999,0.286892919,0.354376664,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2000,0.307340581,0.3501526,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2001,0.293212649,0.342852387,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2002,0.280359195,0.343340602,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2003,0.302350085,0.343875454,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2004,0.30101168,0.344687878,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2005,0.303088088,0.345530047,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2006,0.288710759,0.346507715,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2007,0.314806986,0.347533118,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2008,0.32250672,0.34886293,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2009,0.28530243,0.349381668,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2010,0.320598997,0.349433846,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2011,0.32822497,0.349551226,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2012,0.302628222,0.347285851,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2013,0.318495615,0.346529635,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2014,0.279109835,0.348162705,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2015,0.307433956,0.347672176,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2016,0.317800784,0.343100945,0.0,0.0,0.0,Low Risk
aligarh,uttar pradesh,2017,0.297741054,0.331974614,0.197589656,0.291404198,0.646282394,Medium Risk
aligarh,uttar pradesh,2018,0.342989433,0.320879111,0.197589656,0.305065349,0.701525977,High Risk
aligarh,uttar pradesh,2019,0.323402328,0.312256183,0.197589656,0.293781336,0.655895169,Medium Risk
aligarh,uttar pradesh,2020,0.306863691,0.307443723,0.197589656,0.285240897,0.621358954,Medium Risk
aligarh,uttar pradesh,2021,0.330481503,0.304018637,0.197589656,0.293317987,0.65402146,Medium Risk
aligarh,uttar pradesh,2022,0.285997141,0.301829602,0.197589656,0.274648628,0.578525456,Medium Risk
aligarh,uttar pradesh,2023,0.318631727,0.300811909,0.197589656,0.287295386,0.629666989,Medium Risk
aligarh,uttar pradesh,2024,0.342040975,0.300549644,0.0,0.0,0.0,Low Risk
